,author_ID,Type,Company,Line of Code,n_files,task_type
995,2064.0,volunteer,volunteer,32.0,1.0,corrective
996,2066.0,volunteer,volunteer,2.0,1.0,perfective
997,2067.0,volunteer,volunteer,17.0,1.0,corrective
998,2069.0,volunteer,volunteer,10.0,1.0,perfective
999,2070.0,volunteer,volunteer,6.0,1.0,features
1000,2071.0,volunteer,volunteer,2.0,1.0,features
1001,2072.0,volunteer,volunteer,8.0,1.0,features
1002,2074.0,volunteer,volunteer,6.0,1.0,corrective
1003,2075.0,volunteer,volunteer,2.0,1.0,perfective
1004,2075.0,volunteer,volunteer,16.0,2.0,perfective
1005,2076.0,volunteer,volunteer,7.0,1.0,perfective
1006,2076.0,volunteer,volunteer,8.0,2.0,features
1007,2077.0,volunteer,volunteer,40.0,1.0,perfective
1008,2078.0,volunteer,volunteer,3.0,1.0,features
1009,2079.0,volunteer,volunteer,2.0,1.0,corrective
1010,2081.0,volunteer,volunteer,4.0,1.0,perfective
1011,2082.0,volunteer,volunteer,2.0,1.0,corrective
1012,2083.0,volunteer,volunteer,25.0,4.0,features
1013,2084.0,volunteer,volunteer,8.0,2.0,corrective
1014,2084.0,volunteer,volunteer,4.0,2.0,perfective
1015,2085.0,volunteer,volunteer,8.0,2.0,corrective
1016,2093.0,volunteer,volunteer,2.0,1.0,perfective
1017,2095.0,volunteer,volunteer,36.0,12.0,corrective
1018,2096.0,volunteer,volunteer,93.0,3.0,corrective
1019,2099.0,volunteer,volunteer,6.0,1.0,perfective
1020,2099.0,volunteer,volunteer,6.0,1.0,corrective
1021,2104.0,volunteer,volunteer,2.0,1.0,perfective
1022,2106.0,volunteer,volunteer,17.0,1.0,features
1023,2109.0,volunteer,volunteer,48.0,3.0,features
1024,2111.0,volunteer,volunteer,51.0,4.0,perfective
1025,2114.0,volunteer,volunteer,3.0,1.0,perfective
1026,2114.0,volunteer,volunteer,130.0,6.0,perfective
1027,2116.0,volunteer,volunteer,6.0,1.0,perfective
1028,2116.0,volunteer,volunteer,12.0,1.0,features
1029,2117.0,volunteer,volunteer,31.0,1.0,corrective
1030,2120.0,volunteer,volunteer,14.0,1.0,corrective
1031,2122.0,volunteer,volunteer,2.0,1.0,corrective
1032,2123.0,volunteer,volunteer,29.0,3.0,perfective
1033,2123.0,volunteer,volunteer,9.0,1.0,features
1034,2124.0,volunteer,volunteer,2.0,1.0,perfective
1035,2125.0,volunteer,volunteer,16.0,1.0,nonfunctional
1036,2126.0,volunteer,volunteer,22.0,1.0,corrective
1037,2127.0,volunteer,volunteer,4.0,2.0,corrective
1038,2127.0,volunteer,volunteer,2.0,1.0,corrective
1039,2130.0,volunteer,volunteer,10.0,2.0,perfective
1040,2131.0,volunteer,volunteer,57.0,6.0,features
1041,2134.0,volunteer,volunteer,1.0,1.0,perfective
1042,2135.0,volunteer,volunteer,2.0,1.0,corrective
1043,2135.0,volunteer,volunteer,43.0,1.0,perfective
1044,2137.0,volunteer,volunteer,8.0,1.0,perfective
1045,2137.0,volunteer,volunteer,4.0,1.0,perfective
1046,2139.0,volunteer,volunteer,5.0,1.0,perfective
1047,2140.0,volunteer,volunteer,31.0,1.0,perfective
1048,2144.0,volunteer,volunteer,8.0,1.0,perfective
1049,2144.0,volunteer,volunteer,41.0,7.0,perfective
1050,2146.0,volunteer,volunteer,10.0,1.0,perfective
1051,2147.0,volunteer,volunteer,2.0,1.0,corrective
1052,2148.0,volunteer,volunteer,6.0,1.0,perfective
1053,2150.0,volunteer,volunteer,2.0,1.0,perfective
1054,2151.0,volunteer,volunteer,16.0,1.0,corrective
1055,2153.0,volunteer,volunteer,2.0,1.0,perfective
1056,2153.0,volunteer,volunteer,2.0,1.0,corrective
1057,2154.0,volunteer,volunteer,2.0,1.0,corrective
1058,2156.0,volunteer,volunteer,1.0,1.0,features
1059,2156.0,volunteer,volunteer,1.0,1.0,features
1060,2158.0,volunteer,volunteer,7.0,1.0,perfective
1061,2158.0,volunteer,volunteer,8.0,2.0,perfective
1062,2161.0,volunteer,volunteer,118.0,3.0,corrective
1063,2164.0,volunteer,volunteer,36.0,6.0,corrective
1064,2166.0,volunteer,volunteer,12.0,5.0,features
1065,2166.0,volunteer,volunteer,42.0,5.0,perfective
1066,2169.0,volunteer,volunteer,29.0,1.0,perfective
1067,2169.0,volunteer,volunteer,20.0,1.0,corrective
1068,2173.0,volunteer,volunteer,2.0,1.0,perfective
1069,2176.0,volunteer,volunteer,52.0,4.0,features
1070,2177.0,volunteer,volunteer,65.0,6.0,perfective
1071,2180.0,volunteer,volunteer,75.0,10.0,perfective
1072,2181.0,volunteer,volunteer,5.0,1.0,perfective
1073,2181.0,volunteer,volunteer,2.0,1.0,corrective
1074,2183.0,volunteer,volunteer,38.0,6.0,corrective
1075,2185.0,volunteer,volunteer,3.0,1.0,corrective
1076,2186.0,volunteer,volunteer,7.0,3.0,perfective
1077,2187.0,paid,Canonical,2.0,1.0,corrective
1078,2191.0,volunteer,volunteer,88.0,3.0,corrective
1079,2192.0,volunteer,volunteer,42.0,1.0,corrective
1080,2194.0,volunteer,volunteer,18.0,1.0,corrective
1081,2194.0,volunteer,volunteer,10.0,2.0,perfective
1082,2195.0,volunteer,volunteer,14.0,1.0,perfective
1083,2195.0,volunteer,volunteer,26.0,1.0,corrective
1084,2196.0,volunteer,volunteer,2.0,1.0,perfective
1085,2196.0,volunteer,volunteer,12.0,1.0,corrective
1086,2198.0,volunteer,volunteer,2.0,1.0,perfective
1087,2202.0,paid,mozilla,71.0,9.0,corrective
1088,2202.0,paid,mozilla,50.0,4.0,perfective
1089,2206.0,volunteer,volunteer,2.0,1.0,perfective
1090,2208.0,volunteer,volunteer,10.0,1.0,corrective
1091,2211.0,volunteer,volunteer,12.0,1.0,perfective
1092,2214.0,volunteer,volunteer,18.0,2.0,perfective
1093,2215.0,volunteer,volunteer,6.0,2.0,perfective
1094,2215.0,volunteer,volunteer,3.0,3.0,features
1095,2216.0,volunteer,volunteer,14.0,2.0,perfective
1096,2222.0,volunteer,volunteer,35.0,1.0,corrective
1097,2232.0,volunteer,volunteer,11.0,7.0,perfective
1098,2232.0,volunteer,volunteer,8.0,1.0,corrective
1099,2235.0,volunteer,volunteer,6.0,1.0,perfective
1100,2235.0,volunteer,volunteer,6.0,1.0,perfective
1101,2238.0,volunteer,volunteer,2.0,1.0,corrective
1102,2238.0,volunteer,volunteer,26.0,2.0,corrective
1103,2240.0,volunteer,volunteer,2.0,1.0,perfective
1104,2240.0,volunteer,volunteer,2.0,1.0,nonfunctional
1105,2242.0,volunteer,volunteer,2.0,1.0,perfective
1106,2243.0,volunteer,volunteer,2.0,1.0,perfective
1107,2243.0,volunteer,volunteer,2.0,1.0,features
1108,2245.0,volunteer,volunteer,8.0,1.0,perfective
1109,2246.0,volunteer,volunteer,2.0,1.0,perfective
1110,2247.0,volunteer,volunteer,28.0,1.0,corrective
1111,2248.0,paid,google,2.0,1.0,nonfunctional
1112,2250.0,volunteer,volunteer,4.0,2.0,perfective
1113,2250.0,volunteer,volunteer,21.0,1.0,corrective
1114,2253.0,volunteer,volunteer,47.0,4.0,corrective
1115,2253.0,volunteer,volunteer,51.0,6.0,features
1116,2254.0,volunteer,volunteer,10.0,1.0,perfective
1117,2254.0,volunteer,volunteer,18.0,1.0,perfective
1118,2256.0,volunteer,volunteer,52.0,5.0,perfective
1119,2258.0,volunteer,volunteer,9.0,4.0,perfective
1120,2260.0,volunteer,volunteer,4.0,2.0,perfective
1121,2262.0,volunteer,volunteer,2.0,1.0,corrective
1122,2264.0,volunteer,volunteer,59.0,4.0,features
1123,2272.0,paid,google,2.0,1.0,features
1124,2275.0,volunteer,volunteer,5.0,1.0,nonfunctional
1125,2275.0,volunteer,volunteer,8.0,1.0,nonfunctional
1126,2276.0,volunteer,volunteer,15.0,1.0,nonfunctional
1127,2278.0,volunteer,volunteer,12.0,2.0,perfective
1128,2279.0,volunteer,volunteer,3.0,1.0,perfective
1129,2279.0,volunteer,volunteer,46.0,1.0,perfective
1130,2280.0,volunteer,volunteer,4.0,1.0,perfective
1131,2281.0,volunteer,volunteer,6.0,1.0,perfective
1132,2281.0,volunteer,volunteer,22.0,2.0,corrective
1133,2282.0,volunteer,volunteer,16.0,2.0,perfective
1134,2283.0,volunteer,volunteer,6.0,2.0,perfective
1135,2284.0,paid,Galois,8.0,2.0,features
1136,2284.0,paid,Galois,2.0,1.0,perfective
1137,2288.0,volunteer,volunteer,4.0,1.0,perfective
1138,2291.0,volunteer,volunteer,8.0,1.0,corrective
1139,2291.0,volunteer,volunteer,34.0,8.0,corrective
1140,2294.0,volunteer,volunteer,30.0,1.0,perfective
1141,2294.0,volunteer,volunteer,4.0,1.0,perfective
1142,2295.0,volunteer,volunteer,2.0,2.0,perfective
1143,2296.0,volunteer,volunteer,4.0,1.0,corrective
1144,2296.0,volunteer,volunteer,6.0,1.0,features
1145,2297.0,volunteer,volunteer,4.0,2.0,perfective
1146,2300.0,volunteer,volunteer,2.0,1.0,perfective
1147,2300.0,volunteer,volunteer,37.0,1.0,perfective
1148,2301.0,volunteer,volunteer,5.0,1.0,perfective
1149,2305.0,volunteer,volunteer,2.0,1.0,perfective
1150,2307.0,volunteer,volunteer,1.0,1.0,corrective
1151,2313.0,volunteer,volunteer,29.0,2.0,corrective
1152,2314.0,volunteer,volunteer,2.0,1.0,perfective
1153,2315.0,volunteer,volunteer,3.0,2.0,corrective
1154,2316.0,volunteer,volunteer,4.0,1.0,features
1155,2320.0,volunteer,volunteer,25.0,2.0,perfective
1156,2320.0,volunteer,volunteer,20.0,2.0,nonfunctional
1157,2321.0,volunteer,volunteer,2.0,1.0,perfective
1158,2324.0,volunteer,volunteer,12.0,1.0,perfective
1159,2324.0,volunteer,volunteer,4.0,1.0,features
1160,2325.0,volunteer,volunteer,4.0,1.0,features
1161,2325.0,volunteer,volunteer,2.0,1.0,features
1162,2326.0,volunteer,volunteer,55.0,1.0,features
1163,2330.0,volunteer,volunteer,3.0,1.0,corrective
1164,2332.0,volunteer,volunteer,4.0,1.0,corrective
1165,2332.0,volunteer,volunteer,31.0,1.0,perfective
1166,2336.0,volunteer,volunteer,2.0,1.0,perfective
1167,2337.0,volunteer,volunteer,2.0,1.0,perfective
1168,2337.0,volunteer,volunteer,2.0,1.0,perfective
1169,2338.0,paid,google,64.0,13.0,features
1170,2339.0,volunteer,volunteer,2.0,1.0,corrective
1171,2341.0,volunteer,volunteer,2.0,1.0,perfective
1172,2343.0,volunteer,volunteer,48.0,4.0,corrective
1173,2350.0,paid,google,109.0,4.0,perfective
1174,2351.0,volunteer,volunteer,12.0,1.0,perfective
1175,2351.0,volunteer,volunteer,2.0,1.0,perfective
1176,2357.0,volunteer,volunteer,74.0,4.0,corrective
1177,2359.0,volunteer,volunteer,14.0,3.0,features
1178,2359.0,volunteer,volunteer,58.0,3.0,perfective
1179,2360.0,volunteer,volunteer,6.0,1.0,corrective
1180,2360.0,volunteer,volunteer,5.0,1.0,corrective
1181,2361.0,volunteer,volunteer,4.0,1.0,features
1182,2363.0,volunteer,volunteer,4.0,1.0,perfective
1183,2363.0,volunteer,volunteer,2.0,1.0,perfective
1184,2366.0,volunteer,volunteer,33.0,2.0,perfective
1185,2366.0,volunteer,volunteer,67.0,3.0,features
1186,2369.0,volunteer,volunteer,57.0,2.0,features
1187,2376.0,volunteer,volunteer,4.0,1.0,corrective
1188,2380.0,volunteer,volunteer,1.0,1.0,features
1189,2380.0,volunteer,volunteer,2.0,1.0,features
1190,2381.0,volunteer,volunteer,41.0,1.0,nonfunctional
1191,2381.0,volunteer,volunteer,4.0,1.0,features
1192,2382.0,volunteer,volunteer,3.0,1.0,perfective
1193,2382.0,volunteer,volunteer,54.0,1.0,perfective
1194,2383.0,volunteer,volunteer,2.0,1.0,features
1195,2383.0,volunteer,volunteer,22.0,1.0,features
1196,2384.0,volunteer,volunteer,2.0,1.0,corrective
1197,2384.0,volunteer,volunteer,7.0,1.0,corrective
1198,2389.0,volunteer,volunteer,8.0,3.0,perfective
1199,2390.0,volunteer,volunteer,76.0,3.0,corrective
1200,2392.0,volunteer,volunteer,34.0,1.0,perfective
1201,2392.0,volunteer,volunteer,66.0,5.0,nonfunctional
1202,2393.0,volunteer,volunteer,2.0,1.0,corrective
1203,2394.0,volunteer,volunteer,41.0,2.0,perfective
1204,2394.0,volunteer,volunteer,20.0,1.0,corrective
1205,2398.0,volunteer,volunteer,2.0,1.0,perfective
1206,2399.0,volunteer,volunteer,16.0,1.0,features
1207,2401.0,volunteer,volunteer,65.0,4.0,perfective
1208,2402.0,volunteer,volunteer,2.0,1.0,perfective
1209,2403.0,volunteer,volunteer,13.0,2.0,perfective
1210,2405.0,volunteer,volunteer,6.0,1.0,perfective
1211,2409.0,volunteer,volunteer,2.0,1.0,perfective
1212,2409.0,volunteer,volunteer,4.0,1.0,corrective
1213,2412.0,volunteer,volunteer,90.0,5.0,corrective
1214,2413.0,volunteer,volunteer,4.0,2.0,corrective
1215,2413.0,volunteer,volunteer,90.0,10.0,perfective
1216,2416.0,paid,amazon,46.0,7.0,features
1217,2417.0,volunteer,volunteer,3.0,1.0,perfective
1218,2418.0,volunteer,volunteer,2.0,1.0,corrective
1219,2419.0,volunteer,volunteer,2.0,1.0,features
1220,2428.0,volunteer,volunteer,13.0,1.0,features
1221,2430.0,volunteer,volunteer,2.0,1.0,perfective
1222,2430.0,volunteer,volunteer,11.0,1.0,features
1223,2434.0,volunteer,volunteer,24.0,2.0,corrective
1224,2434.0,volunteer,volunteer,15.0,3.0,perfective
1225,2436.0,volunteer,volunteer,1.0,1.0,perfective
1226,2437.0,volunteer,volunteer,45.0,1.0,features
1227,2437.0,volunteer,volunteer,12.0,1.0,perfective
1228,2438.0,volunteer,volunteer,2.0,1.0,corrective
1229,2439.0,volunteer,volunteer,54.0,1.0,features
1230,2439.0,volunteer,volunteer,14.0,1.0,corrective
1231,2440.0,volunteer,volunteer,7.0,1.0,features
1232,2444.0,volunteer,volunteer,4.0,1.0,features
1233,2444.0,volunteer,volunteer,84.0,13.0,perfective
1234,2448.0,volunteer,volunteer,9.0,1.0,features
1235,2448.0,volunteer,volunteer,15.0,3.0,features
1236,2451.0,volunteer,volunteer,2.0,1.0,perfective
1237,2452.0,paid,Scality,10.0,1.0,perfective
1238,2452.0,paid,Scality,42.0,2.0,corrective
1239,2453.0,volunteer,volunteer,118.0,47.0,perfective
1240,2454.0,volunteer,volunteer,9.0,1.0,nonfunctional
1241,2455.0,volunteer,volunteer,26.0,1.0,perfective
1242,2456.0,volunteer,volunteer,2.0,1.0,perfective
1243,2457.0,volunteer,volunteer,2.0,1.0,perfective
1244,2460.0,volunteer,volunteer,2.0,1.0,perfective
1245,2463.0,volunteer,volunteer,5.0,1.0,perfective
1246,2464.0,volunteer,volunteer,1.0,1.0,perfective
1247,2465.0,volunteer,volunteer,16.0,3.0,perfective
1248,2469.0,volunteer,volunteer,39.0,2.0,perfective
1249,2469.0,volunteer,volunteer,29.0,2.0,corrective
1250,2471.0,volunteer,volunteer,20.0,1.0,perfective
1251,2472.0,volunteer,volunteer,19.0,1.0,perfective
1252,2472.0,volunteer,volunteer,5.0,1.0,corrective
1253,2473.0,volunteer,volunteer,2.0,1.0,perfective
1254,2474.0,volunteer,volunteer,30.0,1.0,nonfunctional
1255,2474.0,volunteer,volunteer,16.0,1.0,corrective
1256,2476.0,volunteer,volunteer,34.0,1.0,features
1257,2476.0,volunteer,volunteer,37.0,1.0,perfective
1258,2478.0,volunteer,volunteer,30.0,1.0,perfective
1259,2478.0,volunteer,volunteer,376.0,45.0,perfective
1260,2482.0,volunteer,volunteer,15.0,2.0,corrective
1261,2482.0,volunteer,volunteer,14.0,2.0,corrective
1262,2483.0,volunteer,volunteer,42.0,6.0,perfective
1263,2486.0,volunteer,volunteer,2.0,1.0,features
1264,2486.0,volunteer,volunteer,63.0,5.0,corrective
1265,2487.0,volunteer,volunteer,56.0,1.0,features
1266,2490.0,volunteer,volunteer,4.0,1.0,features
1267,2492.0,paid,Canonical,35.0,3.0,features
1268,2493.0,volunteer,volunteer,2.0,1.0,features
1269,2493.0,volunteer,volunteer,4.0,2.0,corrective
1270,2495.0,volunteer,volunteer,25.0,6.0,perfective
1271,2495.0,volunteer,volunteer,4.0,1.0,perfective
1272,2496.0,volunteer,volunteer,4.0,1.0,perfective
1273,2501.0,volunteer,volunteer,2.0,1.0,perfective
1274,2504.0,volunteer,volunteer,4.0,1.0,perfective
1275,2508.0,volunteer,volunteer,8.0,1.0,perfective
1276,2508.0,volunteer,volunteer,35.0,5.0,perfective
1277,2513.0,paid,mozilla,46.0,10.0,perfective
1278,2516.0,volunteer,volunteer,2.0,1.0,features
1279,2519.0,volunteer,volunteer,2.0,1.0,perfective
1280,2519.0,volunteer,volunteer,104.0,2.0,perfective
1281,2521.0,volunteer,volunteer,8.0,4.0,perfective
1282,2526.0,paid,google,72.0,2.0,corrective
1283,2527.0,volunteer,volunteer,12.0,1.0,perfective
1284,2528.0,volunteer,volunteer,2.0,1.0,perfective
1285,2531.0,volunteer,volunteer,2.0,1.0,corrective
1286,2531.0,volunteer,volunteer,2.0,1.0,perfective
1287,2532.0,volunteer,volunteer,55.0,5.0,perfective
1288,2533.0,volunteer,volunteer,2.0,1.0,features
1289,2533.0,volunteer,volunteer,15.0,1.0,perfective
1290,2536.0,volunteer,volunteer,2.0,1.0,perfective
1291,2538.0,volunteer,volunteer,39.0,3.0,features
1292,2540.0,volunteer,volunteer,2.0,1.0,features
1293,2540.0,volunteer,volunteer,2.0,1.0,features
1294,2544.0,volunteer,volunteer,2.0,1.0,features
1295,2544.0,volunteer,volunteer,14.0,1.0,corrective
1296,2547.0,volunteer,volunteer,2.0,1.0,corrective
1297,2547.0,volunteer,volunteer,4.0,2.0,perfective
1298,2548.0,volunteer,volunteer,11.0,1.0,corrective
1299,2550.0,volunteer,volunteer,10.0,3.0,perfective
1300,2550.0,volunteer,volunteer,13.0,3.0,features
1301,2554.0,volunteer,volunteer,6.0,2.0,perfective
1302,2555.0,volunteer,volunteer,2.0,1.0,perfective
1303,2555.0,volunteer,volunteer,46.0,3.0,perfective
1304,2558.0,volunteer,volunteer,61.0,2.0,perfective
1305,2558.0,volunteer,volunteer,25.0,2.0,perfective
1306,2561.0,volunteer,volunteer,4.0,1.0,corrective
1307,2568.0,volunteer,volunteer,4.0,2.0,features
1308,2570.0,volunteer,volunteer,8.0,2.0,perfective
1309,2570.0,volunteer,volunteer,4.0,1.0,features
1310,2572.0,volunteer,volunteer,11.0,1.0,corrective
1311,2573.0,volunteer,volunteer,12.0,2.0,features
1312,2576.0,volunteer,volunteer,9.0,1.0,corrective
1313,2578.0,volunteer,volunteer,2.0,1.0,features
1314,2580.0,volunteer,volunteer,9.0,1.0,perfective
1315,2580.0,volunteer,volunteer,4.0,2.0,corrective
1316,2591.0,volunteer,volunteer,4.0,1.0,perfective
1317,2591.0,volunteer,volunteer,24.0,1.0,perfective
1318,2592.0,volunteer,volunteer,15.0,1.0,features
1319,2594.0,volunteer,volunteer,30.0,2.0,corrective
1320,2594.0,volunteer,volunteer,8.0,2.0,perfective
1321,2595.0,volunteer,volunteer,6.0,1.0,corrective
1322,2596.0,volunteer,volunteer,2.0,1.0,features
1323,2598.0,volunteer,volunteer,8.0,1.0,perfective
1324,2600.0,volunteer,volunteer,76.0,5.0,corrective
1325,2601.0,volunteer,volunteer,4.0,1.0,perfective
1326,2601.0,volunteer,volunteer,2.0,1.0,perfective
1327,2608.0,volunteer,volunteer,2.0,1.0,features
1328,2610.0,volunteer,volunteer,2.0,1.0,features
1329,2614.0,volunteer,volunteer,2.0,1.0,corrective
1330,2614.0,volunteer,volunteer,62.0,1.0,perfective
1331,2615.0,volunteer,volunteer,21.0,1.0,perfective
1332,2616.0,volunteer,volunteer,2.0,1.0,perfective
1333,2619.0,volunteer,volunteer,24.0,2.0,perfective
1334,2619.0,volunteer,volunteer,0.0,1.0,perfective
1335,2620.0,volunteer,volunteer,2.0,1.0,corrective
1336,2621.0,volunteer,volunteer,4.0,1.0,corrective
1337,2621.0,volunteer,volunteer,6.0,6.0,corrective
1338,2622.0,volunteer,volunteer,78.0,3.0,perfective
1339,2624.0,volunteer,volunteer,2.0,1.0,perfective
1340,2628.0,volunteer,volunteer,5.0,1.0,perfective
1341,2628.0,volunteer,volunteer,33.0,2.0,perfective
1342,2629.0,volunteer,volunteer,12.0,4.0,nonfunctional
1343,2632.0,volunteer,volunteer,2.0,1.0,perfective
1344,2634.0,volunteer,volunteer,2.0,1.0,perfective
1345,2635.0,volunteer,volunteer,40.0,25.0,corrective
1346,2635.0,volunteer,volunteer,3.0,2.0,corrective
1347,2637.0,volunteer,volunteer,28.0,1.0,corrective
1348,2638.0,volunteer,volunteer,2.0,1.0,features
1349,2642.0,volunteer,volunteer,2.0,1.0,nonfunctional
1350,2642.0,volunteer,volunteer,14.0,1.0,corrective
1351,2643.0,volunteer,volunteer,6.0,1.0,perfective
1352,2644.0,volunteer,volunteer,46.0,3.0,perfective
1353,2646.0,volunteer,volunteer,38.0,1.0,perfective
1354,2646.0,volunteer,volunteer,7.0,1.0,perfective
1355,2647.0,volunteer,volunteer,2.0,1.0,perfective
1356,2647.0,volunteer,volunteer,2.0,1.0,corrective
1357,2648.0,volunteer,volunteer,51.0,3.0,perfective
1358,2648.0,volunteer,volunteer,48.0,1.0,perfective
1359,2650.0,volunteer,volunteer,46.0,3.0,corrective
1360,2652.0,volunteer,volunteer,6.0,1.0,perfective
1361,2652.0,volunteer,volunteer,15.0,1.0,perfective
1362,2656.0,volunteer,volunteer,1.0,1.0,features
1363,2656.0,volunteer,volunteer,2.0,1.0,nonfunctional
1364,2660.0,volunteer,volunteer,122.0,8.0,features
1365,2660.0,volunteer,volunteer,20.0,1.0,perfective
1366,2663.0,volunteer,volunteer,2.0,1.0,perfective
1367,2665.0,volunteer,volunteer,2.0,1.0,corrective
1368,2670.0,volunteer,volunteer,14.0,2.0,perfective
1369,2671.0,volunteer,volunteer,4.0,1.0,perfective
1370,2672.0,volunteer,volunteer,35.0,1.0,corrective
1371,2675.0,volunteer,volunteer,27.0,1.0,features
1372,2676.0,volunteer,volunteer,4.0,2.0,perfective
1373,2677.0,volunteer,volunteer,5.0,1.0,features
1374,2679.0,volunteer,volunteer,4.0,1.0,corrective
1375,2680.0,volunteer,volunteer,4.0,1.0,perfective
1376,2680.0,volunteer,volunteer,7.0,1.0,corrective
1377,2681.0,volunteer,volunteer,2.0,1.0,corrective
1378,2681.0,volunteer,volunteer,3.0,1.0,features
1379,2686.0,volunteer,volunteer,2.0,1.0,perfective
1380,2687.0,volunteer,volunteer,53.0,2.0,corrective
1381,2688.0,volunteer,volunteer,70.0,5.0,nonfunctional
1382,2689.0,volunteer,volunteer,45.0,1.0,perfective
1383,2691.0,volunteer,volunteer,31.0,1.0,perfective
1384,2692.0,volunteer,volunteer,4.0,1.0,corrective
1385,2692.0,volunteer,volunteer,2.0,1.0,corrective
1386,2693.0,volunteer,volunteer,2.0,1.0,corrective
1387,2694.0,volunteer,volunteer,12.0,1.0,perfective
1388,2694.0,volunteer,volunteer,30.0,4.0,corrective
1389,2695.0,paid,google,1.0,1.0,perfective
1390,2696.0,volunteer,volunteer,2.0,1.0,features
1391,2698.0,volunteer,volunteer,48.0,14.0,perfective
1392,2698.0,volunteer,volunteer,43.0,4.0,features
1393,2699.0,volunteer,volunteer,9.0,1.0,nonfunctional
1394,2701.0,volunteer,volunteer,37.0,2.0,corrective
1395,2708.0,volunteer,volunteer,22.0,1.0,features
1396,2709.0,volunteer,volunteer,4.0,1.0,features
1397,2712.0,volunteer,volunteer,6.0,2.0,perfective
1398,2712.0,volunteer,volunteer,2.0,1.0,perfective
1399,2714.0,volunteer,volunteer,34.0,2.0,features
1400,2715.0,volunteer,volunteer,63.0,1.0,corrective
1401,2715.0,volunteer,volunteer,61.0,1.0,corrective
1402,2716.0,volunteer,volunteer,2.0,1.0,corrective
1403,2717.0,volunteer,volunteer,39.0,3.0,corrective
1404,2721.0,volunteer,volunteer,269.0,41.0,perfective
1405,2721.0,volunteer,volunteer,2.0,1.0,corrective
1406,2722.0,volunteer,volunteer,16.0,3.0,corrective
1407,2723.0,volunteer,volunteer,2.0,1.0,corrective
1408,2723.0,volunteer,volunteer,2.0,1.0,perfective
1409,2726.0,volunteer,volunteer,2.0,1.0,perfective
1410,2727.0,volunteer,volunteer,3.0,1.0,corrective
1411,2727.0,volunteer,volunteer,40.0,3.0,features
1412,2730.0,volunteer,volunteer,40.0,1.0,features
1413,2734.0,volunteer,volunteer,3.0,1.0,corrective
1414,2736.0,volunteer,volunteer,22.0,1.0,perfective
1415,2737.0,volunteer,volunteer,4.0,1.0,perfective
1416,2739.0,volunteer,volunteer,4.0,1.0,perfective
1417,2739.0,volunteer,volunteer,6.0,1.0,perfective
1418,2742.0,volunteer,volunteer,49.0,1.0,features
1419,2743.0,volunteer,volunteer,5.0,1.0,perfective
1420,2743.0,volunteer,volunteer,2.0,1.0,corrective
1421,2746.0,volunteer,volunteer,44.0,1.0,corrective
1422,2746.0,volunteer,volunteer,10.0,1.0,features
1423,2750.0,volunteer,volunteer,2.0,1.0,perfective
1424,2751.0,volunteer,volunteer,6.0,1.0,perfective
1425,2751.0,volunteer,volunteer,2.0,1.0,corrective
1426,2752.0,volunteer,volunteer,2.0,1.0,corrective
1427,2756.0,volunteer,volunteer,1.0,1.0,features
1428,2757.0,volunteer,volunteer,20.0,4.0,features
1429,2758.0,volunteer,volunteer,2.0,1.0,perfective
1430,2759.0,volunteer,volunteer,2.0,1.0,corrective
1431,2761.0,volunteer,volunteer,34.0,3.0,perfective
1432,2761.0,volunteer,volunteer,17.0,1.0,perfective
1433,2764.0,volunteer,volunteer,2.0,1.0,features
1434,2765.0,volunteer,volunteer,4.0,1.0,corrective
1435,2765.0,volunteer,volunteer,8.0,2.0,corrective
1436,2766.0,paid,google,23.0,1.0,features
1437,2768.0,volunteer,volunteer,10.0,1.0,corrective
1438,2768.0,volunteer,volunteer,15.0,1.0,features
1439,2769.0,volunteer,volunteer,12.0,2.0,features
1440,2772.0,volunteer,volunteer,5.0,3.0,corrective
1441,2772.0,volunteer,volunteer,36.0,3.0,corrective
1442,2773.0,volunteer,volunteer,27.0,25.0,corrective
1443,2773.0,volunteer,volunteer,23.0,1.0,corrective
1444,2774.0,volunteer,volunteer,16.0,4.0,corrective
1445,2775.0,volunteer,volunteer,14.0,3.0,features
1446,2776.0,volunteer,volunteer,4.0,1.0,corrective
1447,2778.0,volunteer,volunteer,22.0,1.0,perfective
1448,2779.0,volunteer,volunteer,2.0,1.0,corrective
1449,2779.0,volunteer,volunteer,2.0,1.0,perfective
1450,2780.0,volunteer,volunteer,2.0,1.0,perfective
1451,2780.0,volunteer,volunteer,2.0,1.0,corrective
1452,2782.0,volunteer,volunteer,22.0,1.0,perfective
1453,2783.0,volunteer,volunteer,46.0,4.0,features
1454,2784.0,volunteer,volunteer,48.0,11.0,perfective
1455,2784.0,volunteer,volunteer,0.0,1.0,corrective
1456,2786.0,volunteer,volunteer,10.0,1.0,corrective
1457,2787.0,volunteer,volunteer,4.0,1.0,perfective
1458,2788.0,volunteer,volunteer,2.0,1.0,perfective
1459,2788.0,volunteer,volunteer,6.0,2.0,features
1460,2792.0,volunteer,volunteer,4.0,1.0,corrective
1461,2792.0,volunteer,volunteer,4.0,1.0,corrective
1462,2793.0,volunteer,volunteer,3.0,1.0,perfective
1463,2794.0,volunteer,volunteer,2.0,1.0,corrective
1464,2796.0,paid,adobe,76.0,2.0,corrective
1465,2796.0,paid,adobe,10.0,2.0,corrective
1466,2798.0,volunteer,volunteer,21.0,1.0,perfective
